Champions,SpellId,SpellName,SpellSlot,Airborne,ForcedAction,Root,Sleep,Stasis,Stun,Supression,Polymorph,Slow,Cripple,Ground,Kinematics,Nearsight,Silence,Drowsy,Blind,AutoTargeted,DirectionFixedDistance,LocationTargeted,UnitTargeted,MiniUnitTargeted,TerrainTargeted,Blink,Reset,Execute,Finisher,InvulnerabilityUntargetableVanished,BlockedByChampion,BlockedByMinion,BlocksAuto,BlocksProjectiles,MultipleCharges,MovementsBuff,PointAndClick,NormalShield,MagicShield,SpellShield,PhysicalShield,AutoReset,PhysicalDamage,MagicDamage,TrueDamage,Temp
Gnar,Gnar_Passive.png,Rage Gene,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Gnar,GnarQ,Boomerang Throw / Boulder Toss,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Gnar,GnarW,Hyper / Wallop,W,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Gnar,GnarE,Hop / Crunch,E,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Gnar,GnarR,GNAR!,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Gragas,GragasPassiveHeal.png,Happy Hour,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gragas,GragasQ,Barrel Roll,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Gragas,GragasW,Drunken Rage,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Gragas,GragasE,Body Slam,E,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,
Gragas,GragasR,Explosive Cask,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Graves,GravesTrueGrit.png,New Destiny,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Graves,GravesQLineSpell,End of the Line,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Graves,GravesSmokeGrenade,Smoke Screen,W,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Graves,GravesMove,Quickdraw,E,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,
Graves,GravesChargeShot,Collateral Damage,R,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,
Gwen,Gwen_Passive.png,A Thousand Cuts,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwen,GwenQ,Snip Snip!,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
Gwen,GwenW,Hallowed Mist,W,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Gwen,GwenE,Skip 'n Slash,E,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,
Gwen,GwenR,Needlework,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Hecarim,Hecarim_Passive.png,Warpath,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hecarim,HecarimRapidSlash,Rampage,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Hecarim,HecarimW,Spirit of Dread,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Hecarim,HecarimRamp,Devastating Charge,E,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,
Hecarim,HecarimUlt,Onslaught of Shadows,R,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Heimerdinger,Heimerdinger_Passive.png,Hextech Affinity,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Heimerdinger,HeimerdingerQ,H-28 G Evolution Turret,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Heimerdinger,HeimerdingerW,Hextech Micro-Rockets,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Heimerdinger,HeimerdingerE,CH-2 Electron Storm Grenade,E,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Heimerdinger,HeimerdingerR,UPGRADE!!!,R,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Hwei,HweiPassive.png,Signature of the Visionary,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwei,HweiQ,Subject: Disaster,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,
Hwei,HweiW,Subject: Serenity,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,
Hwei,HweiE,Subject: Torment,E,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Hwei,HweiR,Spiraling Despair,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
Illaoi,Illaoi_P.png,Prophet of an Elder God,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illaoi,IllaoiQ,Tentacle Smash,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Illaoi,IllaoiW,Harsh Lesson,W,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,
Illaoi,IllaoiE,Test of Spirit,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
Illaoi,IllaoiR,Leap of Faith,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Irelia,Irelia_Passive.png,Ionian Fervor,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irelia,IreliaQ,Bladesurge,Q,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Irelia,IreliaW,Defiant Dance,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Irelia,IreliaE,Flawless Duet,E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Irelia,IreliaR,Vanguard's Edge,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,
Ivern,IvernP.png,Friend of the Forest,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivern,IvernQ,Rootcaller,Q,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Ivern,IvernW,Brushmaker,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Ivern,IvernE,Triggerseed,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,
Ivern,IvernR,Daisy!,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Janna,JannaP.png,Tailwind,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Janna,HowlingGale,Howling Gale,Q,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Janna,SowTheWind,Zephyr,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,
Janna,EyeOfTheStorm,Eye Of The Storm,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Janna,ReapTheWhirlwind,Monsoon,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarvan IV,JarvanIVP.png,Martial Cadence,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarvan IV,JarvanIVDragonStrike,Dragon Strike,Q,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
Jarvan IV,JarvanIVGoldenAegis,Golden Aegis,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Jarvan IV,JarvanIVDemacianStandard,Demacian Standard,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Jarvan IV,JarvanIVCataclysm,Cataclysm,R,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Jax,Armsmaster_MasterOfArms.png,Relentless Assault,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jax,JaxQ,Leap Strike,Q,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,
Jax,JaxW,Empower,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Jax,JaxE,Counter Strike,E,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
Jax,JaxR,Grandmaster-at-Arms,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Jayce,Jayce_Passive.png,Hextech Capacitor,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Jayce,JayceToTheSkies,To the Skies! / Shock Blast,Q,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,1,,,
Jayce,JayceStaticField,Lightning Field / Hyper Charge,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Jayce,JayceThunderingBlow,Thundering Blow / Acceleration Gate,E,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,
Jayce,JayceStanceHtG,Mercury Cannon / Mercury Hammer,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhin,Jhin_P.png,Whisper,P,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,
Jhin,JhinQ,Dancing Grenade,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Jhin,JhinW,Deadly Flourish,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,
Jhin,JhinE,Captive Audience,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Jhin,JhinR,Curtain Call,R,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,
Jinx,Jinx_Passive.png,Get Excited!,P,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Jinx,JinxQ,Switcheroo!,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Jinx,JinxW,Zap!,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Jinx,JinxE,Flame Chompers!,E,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Jinx,JinxR,Super Mega Death Rocket!,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
K'Sante,Icons_KSante_P.png,Dauntless Instinct,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K'Sante,KSanteQ,Ntofo Strikes,Q,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
K'Sante,KSanteW,Path Maker,W,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,
K'Sante,KSanteE,Footwork,E,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,
K'Sante,KSanteR,All Out,R,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,1,,,
Kai'Sa,Kaisa_Passive.png,Second Skin,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai'Sa,KaisaQ,Icathian Rain,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Kai'Sa,KaisaW,Void Seeker,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Kai'Sa,KaisaE,Supercharge,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Kai'Sa,KaisaR,Killer Instinct,R,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,
Kalista,Kalista_Passive.png,Martial Poise,P,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kalista,KalistaMysticShot,Pierce,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Kalista,KalistaW,Sentinel,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,
Kalista,KalistaExpungeWrapper,Rend,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Kalista,KalistaRx,Fate's Call,R,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,
Karma,Karma_Passive.png,Gathering Fire,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karma,KarmaQ,Inner Flame,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Karma,KarmaSpiritBind,Focused Resolve,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Karma,KarmaSolKimShield,Inspire,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,
Karma,KarmaMantra,Mantra,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Karthus,Karthus_Passive.png,Death Defied,P,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Karthus,KarthusLayWasteA1,Lay Waste,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Karthus,KarthusWallOfPain,Wall of Pain,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karthus,KarthusDefile,Defile,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Karthus,KarthusFallenOne,Requiem,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kassadin,Kassadin_Passive.png,Void Stone,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kassadin,NullLance,Null Sphere,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,
Kassadin,NetherBlade,Nether Blade,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Kassadin,ForcePulse,Force Pulse,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kassadin,RiftWalk,Riftwalk,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,
Katarina,Katarina_Passive.png,Voracity,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katarina,KatarinaQ,Bouncing Blade,Q,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,
Katarina,KatarinaW,Preparation,W,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
Katarina,KatarinaEWrapper,Shunpo,E,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,1,,1,,
Katarina,KatarinaR,Death Lotus,R,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,
Kayle,Kayle_P.png,Divine Ascent,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Kayle,KayleQ,Radiant Blast,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Kayle,KayleW,Celestial Blessing,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Kayle,KayleE,Starfire Spellblade,E,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,
Kayle,KayleR,Divine Judgment,R,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,
Kayn,Kayn_Passive_Primary.png,The Darkin Scythe,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayn,KaynQ,Reaping Slash,Q,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Kayn,KaynW,Blade's Reach,W,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Kayn,KaynE,Shadow Step,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayn,KaynR,Umbral Trespass,R,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,1,,,
Kennen,Kennen_Passive.png,Mark of the Storm,P,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennen,KennenShurikenHurlMissile1,Thundering Shuriken,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Kennen,KennenBringTheLight,Electrical Surge,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kennen,KennenLightningRush,Lightning Rush,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Kennen,KennenShurikenStorm,Slicing Maelstrom,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kha'Zix,Khazix_P.png,Unseen Threat,P,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kha'Zix,KhazixQ,Taste Their Fear,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Kha'Zix,KhazixW,Void Spike,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Kha'Zix,KhazixE,Leap,E,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,
Kha'Zix,KhazixR,Void Assault,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Kindred,Kindred_Passive.png,Mark of the Kindred,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kindred,KindredQ,Dance of Arrows,Q,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,
Kindred,KindredW,Wolf's Frenzy,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kindred,KindredEWrapper,Mounting Dread,E,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,
Kindred,KindredR,Lamb's Respite,R,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Kled,Kled_P.png,Skaarl,the Cowardly Lizard,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,P,P,P,
Kled,KledQ,Bear Trap on a Rope,Q,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,1,,,
Kled,KledW,Violent Tendencies,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Kled,KledE,Jousting,E,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Kled,KledR,Chaaaaaaaarge!!!,R,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,1,,
Kog'Maw,KogMaw_IcathianSurprise.png,Icathian Surprise,P,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Kog'Maw,KogMawQ,Caustic Spittle,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Kog'Maw,KogMawBioArcaneBarrage,Bio-Arcane Barrage,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kog'Maw,KogMawVoidOoze,Void Ooze,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Kog'Maw,KogMawLivingArtillery,Living Artillery,R,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
LeBlanc,LeblancP.png,Mirror Image,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBlanc,LeblancQ,Sigil of Malice,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
LeBlanc,LeblancW,Distortion,W,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,
LeBlanc,LeblancE,Ethereal Chains,E,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
LeBlanc,LeblancR,Mimic,R,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,1,,
Lee Sin,LeeSinPassive.png,Flurry,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Sin,LeeSinQOne,Sonic Wave / Resonating Strike,Q,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,,,,1,,,
Lee Sin,LeeSinWOne,Safeguard / Iron Will,W,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,
Lee Sin,LeeSinEOne,Tempest / Cripple,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Lee Sin,LeeSinR,Dragon's Rage,R,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Leona,LeonaSunlight.png,Sunlight,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leona,LeonaShieldOfDaybreak,Shield of Daybreak,Q,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Leona,LeonaSolarBarrier,Eclipse,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Leona,LeonaZenithBlade,Zenith Blade,E,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
Leona,LeonaSolarFlare,Solar Flare,R,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Lillia,Lillia_Icon_Passive.png,Dream-Laden Bough,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lillia,LilliaQ,Blooming Blows,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,
Lillia,LilliaW,Watch Out! Eep!,W,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Lillia,LilliaE,Swirlseed,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Lillia,LilliaR,Lilting Lullaby,R,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Lissandra,Lissandra_Passive.png,Iceborn Subjugation,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lissandra,LissandraQ,Ice Shard,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Lissandra,LissandraW,Ring of Frost,W,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Lissandra,LissandraE,Glacial Path,E,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,
Lissandra,LissandraR,Frozen Tomb,R,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,
Lucian,Lucian_Passive.png,Lightslinger,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucian,LucianQ,Piercing Light,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,
Lucian,LucianW,Ardent Blaze,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,
Lucian,LucianE,Relentless Pursuit,E,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,
Lucian,LucianR,The Culling,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Lulu,Lulu_PixFaerieCompanion.png,Pix,Faerie Companion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,
Lulu,LuluQ,Glitterlance,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Lulu,LuluW,Whimsy,W,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Lulu,LuluE,Help,Pix!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,E,E,E,
Lulu,LuluR,Wild Growth,R,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Lux,LuxIlluminatingFraulein.png,Illumination,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lux,LuxLightBinding,Light Binding,Q,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Lux,LuxPrismaticWave,Prismatic Barrier,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Lux,LuxLightStrikeKugel,Lucent Singularity,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Lux,LuxR,Final Spark,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Malphite,Malphite_GraniteShield.png,Granite Shield,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Malphite,SeismicShard,Seismic Shard,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,
Malphite,Obduracy,Thunderclap,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Malphite,Landslide,Ground Slam,E,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Malphite,UFSlash,Unstoppable Force,R,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Malzahar,Malzahar_Passive.png,Void Shift,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malzahar,MalzaharQ,Call of the Void,Q,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
